"iter","threshold","minority_trt_rawlsian","minority_trt_majority","minority_trt_egalitarian","minority_trt_utilitarian"
1,55,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,56,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,57,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,58,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,59,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,60,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,61,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,62,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,63,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,64,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,65,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,66,0.165074176514961,0.165032679738562,0.162802170695609,0.165032679738562
1,67,0.165074176514961,0.165032679738562,0.164253619570644,0.165032679738562
1,68,0.16758913631098,0.166044535976316,0.168361436478311,0.167074269532758
1,69,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,70,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,71,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,72,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,73,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,74,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,75,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,76,0.185208464278232,0.184798496554604,0.16135881104034,0.18483709273183
1,77,0.185208464278232,0.184798496554604,0.162210338680927,0.18483709273183
1,78,0.185208464278232,0.184798496554604,0.168095415579575,0.18483709273183
1,79,0.185208464278232,0.184798496554604,0.173565013666537,0.18483709273183
1,80,0.185208464278232,0.184798496554604,0.18040180401804,0.18483709273183
1,81,0.18709538195943,0.186016400517911,0.187958567112646,0.18709538195943
1,82,0.210561497326203,0.211822660098522,0.155328534943116,0.210613052076467
1,83,0.210561497326203,0.211822660098522,0.158475185806761,0.210613052076467
1,84,0.210561497326203,0.211822660098522,0.165859872611465,0.210613052076467
1,85,0.210561497326203,0.211822660098522,0.17445652173913,0.210613052076467
1,86,0.210561497326203,0.211822660098522,0.181950509461426,0.210613052076467
1,87,0.210561497326203,0.211822660098522,0.192789968652038,0.210613052076467
1,88,0.210258152173913,0.213654891304348,0.203804347826087,0.211616847826087
1,89,0.205341246290801,0.210836909871245,0.153528683450268,0.20892959358901
1,90,0.205341246290801,0.210836909871245,0.153528683450268,0.20892959358901
1,91,0.205341246290801,0.210836909871245,0.163994502977554,0.20892959358901
1,92,0.205341246290801,0.210836909871245,0.178350515463918,0.20892959358901
1,93,0.229721362229102,0.23321554770318,0.198468786808009,0.231448763250883
1,94,0.227621483375959,0.255698711595639,0.190672153635117,0.232173913043478
1,95,0.227621483375959,0.255698711595639,0.220576131687243,0.232173913043478
1,96,0.429347826086957,0.301158301158301,0.262589928057554,0.385826771653543
1,97,0.429347826086957,0.301158301158301,0.262589928057554,0.385826771653543
1,98,0.481481481481481,0.357142857142857,0.0753880266075388,0.511627906976744
1,99,NA,NA,0.0408163265306122,NA
2,55,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,56,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,57,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,58,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,59,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,60,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,61,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,62,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,63,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,64,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,65,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,66,0.164067373674361,0.164087846269029,0.160237029870601,0.164087846269029
2,67,0.164067373674361,0.164087846269029,0.164238575519861,0.164087846269029
2,68,0.167051874678993,0.163328197226502,0.167950693374422,0.165896250642013
2,69,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,70,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,71,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,72,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,73,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,74,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,75,0.181555004135649,0.182080924855491,0.15313498066902,0.182156133828996
2,76,0.181555004135649,0.182080924855491,0.1548815811893,0.182156133828996
2,77,0.181555004135649,0.182080924855491,0.159850640113798,0.182156133828996
2,78,0.181555004135649,0.182080924855491,0.165613382899628,0.182156133828996
2,79,0.181555004135649,0.182080924855491,0.172346640701071,0.182156133828996
2,80,0.181555004135649,0.182080924855491,0.179308934778164,0.182156133828996
2,81,0.185966422729229,0.184029272492467,0.185320705983642,0.184459750322858
2,82,0.205493050959629,0.20478374836173,0.148989325459914,0.205119789957335
2,83,0.205493050959629,0.20478374836173,0.155844155844156,0.205119789957335
2,84,0.205493050959629,0.20478374836173,0.16300459887583,0.205119789957335
2,85,0.205493050959629,0.20478374836173,0.170618697192696,0.205119789957335
2,86,0.205493050959629,0.20478374836173,0.179614485981308,0.205119789957335
2,87,0.205493050959629,0.20478374836173,0.190251572327044,0.205119789957335
2,88,0.206814310051107,0.206132879045997,0.201362862010221,0.207495741056218
2,89,0.217714002968827,0.221717171717172,0.173084112149533,0.217348447511089
2,90,0.217714002968827,0.221717171717172,0.186266447368421,0.217348447511089
2,91,0.217714002968827,0.221717171717172,0.20109689213894,0.217348447511089
2,92,0.217480719794344,0.222107969151671,0.217480719794344,0.219537275064267
2,93,0.218969555035129,0.237704918032787,0.206674473067916,0.223067915690867
2,94,0.255468066491689,0.245513866231648,0.201623815967524,0.253604749787956
2,95,0.255468066491689,0.245513866231648,0.232954545454545,0.253604749787956
2,96,0.325497287522604,0.291666666666667,0.206417112299465,0.313148788927336
2,97,0.325497287522604,0.291666666666667,0.249318801089918,0.313148788927336
2,98,0.443396226415094,0.355704697986577,0.114989733059548,0.456692913385827
2,99,NA,0.166666666666667,0.0204918032786885,NA
3,55,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,56,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,57,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,58,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,59,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,60,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,61,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,62,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,63,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,64,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,65,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,66,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,67,0.169081516945949,0.169060216679264,0.168996348066994,0.169060216679264
3,68,0.169933808553971,0.169297352342159,0.170442973523422,0.169679226069246
3,69,0.193588937774984,0.193877551020408,0.173499267935578,0.193958333333333
3,70,0.193588937774984,0.193877551020408,0.173499267935578,0.193958333333333
3,71,0.193588937774984,0.193877551020408,0.173499267935578,0.193958333333333
3,72,0.193588937774984,0.193877551020408,0.173499267935578,0.193958333333333
